reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,app_name,cat1,inex1
gp:AOqpTOEcDEs9E4H5VYUfJ7wrwDv-YVJPwl51qLs_k7p0KnJXpeGjZJjEOpv50t8a5IQZouk39V6uxe5EyAVd4kQ,Abbie Prescott,https://play-lh.googleusercontent.com/-8yzcW6wUvpE/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucncWlSvU-FZy_jI8E7aVjYi09lDsg/photo.jpg,"Recent uptick in drivers cancelling on you for no apparent reason. Where I would usually have to wait 5 minutes for an Uber, I'm now having to wait 15, which as a female working in nightlife in a big city can be downright unsafe.",1,0,4.280.10002,2019-09-24 1:13:28,"Hi Abbie, we understand the inconvenience caused due to the driver-partner cancelling your ride. Please send us a note with specific details regarding the same at t.uber.com/contact and we will take it up from there.",2019-09-25 12:07:33,uber,safety (can be internal or external),external
gp:AOqpTOFosl7p9SYS7izxWlU86-Q-cKfAx6qinovQFEzVEPfLmcYZw5HnAgeeP_iKkKgfPJLMeOXN_59cJbq_wCc,Kimberly Bonner,https://play-lh.googleusercontent.com/-_rF25umf3xg/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnn9-BbUD9A1Acv_DBSdgm0Rpen4g/photo.jpg,"Driver took longer than app stated , and he was very un friendly.. app said 7 minutes driver took 15 , i was very dissapointed .",2,0,4.276.10001,2019-08-31 22:37:16,"Hi Kimberly, sorry to hear about your experience with the driver-partner. Can you please update the trip details where you faced issues at t.uber.com/contact so that we can have a look into this right away?",2019-09-03 14:33:09,uber,Other,
gp:AOqpTOH-7piiE_QTxzXd9K881A9PJSzp_jYl0S4_F3_sRbXWcRN2HGUgi6lMOl3K8aGDed5sJ1IJ0Utf1xf3Vcw,john cartor,https://play-lh.googleusercontent.com/-b55OB0nREGA/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnJVnKCzNEd1PNjwzMxWn-9jXBPzQ/photo.jpg,"Worst app, experience & worthless customer service.Actually no customer service.Contacted customer support and no response.Good for nothing customer support.I wish I can negatively rate them.Please stop replying here and focus more on resolving pending customer issues.There is no response from your customer support and you keep replying here just because it's a public platform.At least show some class.The only Uber thing about your company is its name.Bloody thieves.No callback.FU. Ola is better",1,0,4.269.10004,2019-08-26 12:15:36,"Hey John, this is definitely not what we want to hear. Tell us more about the concern you are facing and we'll work on improving it.",2019-10-23 11:59:25,uber,accountability  (can be internal or external),internal
gp:AOqpTOFcbRv4ElKzhTIgRzqiIFOGeIINCFPDGLgD5Y7_D3PG5bjcsS5-J_XBW_VcHPS-MJz2L0AhFgtwW5i6ayY,Ssdroid Ginger,https://play-lh.googleusercontent.com/a-/AOh14GiV97D7Idt6oZDcklMpP-zNeY95RgBxQT2a28Eg,"No way to contact customer care for any issues. Ola provides a much better way to communicate with support staff.  Update: I tried to contact support 3 times, twice using the app and once using the website, and I received not even an acknowledgement.",1,4,3.92.1,2016-03-08 5:09:07,We're always here to help! Send us a note at t.uber.com/contact if you have a question or concern.,2016-03-05 14:31:40,uber,accountability  (can be internal or external),internal
gp:AOqpTOGS1LN9rIxLCwXIr43fhDmVlgwEIsJT03WWr9OAphuajSOsiJ2C1S6t__wz0eyi07M-uGYczMBatoSvRm8,you tagues,https://play-lh.googleusercontent.com/-7oE5tE9r0r0/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmtfnt4L_EYMJcMQBaBRak8w4-2oQ/photo.jpg,Barely readable not clear instructions  contact me asap please. Have to go to hospital. Otherwise guess try competition. Robin arnold,1,0,3.92.1,2016-03-08 22:43:41,"We're here to help, Robin. Please send us a note at t.uber.com/contact with more info and we'll follow up.",2016-03-08 22:57:18,uber,transparency  (can be internal or external),internal
gp:AOqpTOHz1GOG84DueXkNHpFP4wvV6oklx4xZrP3BxSLM6OY1-2roqpJ8pLQbbwCFCjcvNiZ6Psy_PMl3PrEDEZs,Usman Ussu,https://play-lh.googleusercontent.com/-y63oqHKErGA/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnkW42CkDNsZqwfDzoxfNYkrC83xg/photo.jpg,Very bad service,1,0,,2019-09-16 15:28:04,"Hey Usman, this is definitely not what we want to hear. Tell us more about the concern you are facing and we'll work on improving it.",2019-09-17 5:34:34,uber,Other,
gp:AOqpTOHq-wwSQJhbugdaKoqFc4mnoVIkhXLlVAjKj0s0-NtNlo3tnS3WIBNueV1BRDUcIAUBU5h3sTN1wyWbs_o,Girish Prasad,https://play-lh.googleusercontent.com/-StzqLkRq_uc/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucl0YUlWmDc3mQM7u7zfZ5Gq-bdkZw/photo.jpg,Drivers try to charge you extra. There is no customer care number..,1,0,,2020-03-20 10:43:29,"Hi Girish, we understand your concern with being charged extra. If there's any specific incident we can look into, let us know by dropping in the details here.",2020-03-21 5:51:05,uber,accountability  (can be internal or external),internal
gp:AOqpTOEk1IrzvVIJcu4ZloDEUc55OCQbIPYlFY78q1aFZ5nVVj8E6rwIY7V6FlVSXAWvUDLLdxQoV-EuTVRt3Ms,Dana Middleton,https://play-lh.googleusercontent.com/-BVAPtiwTX0c/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuck-tMtcsQR7yOXjtXS3y5FOdZVhew/photo.jpg,Uber is a good service. The app is good too but needs an option to delete old credit cards or change them. Current app doesn't allow for that feature.,5,0,3.88.4,2016-02-09 16:20:27,,,uber,Other,
gp:AOqpTOGjHkPV4riYX62eVyf07DEOCP07KEALyG4C3KKt8ehexxBPZSdsvcLPzeAFgM4lk7wM7LFpHzCCNEhv47o,Adi Yudha Prayogo,https://play-lh.googleusercontent.com/a-/AOh14Ggfe8ZQB_zrHiCEiVvQjTn2eGHMa858izXlZ8_pCw,"Saya kecewa dengan salah satu driver nya.Karena saya sudah menunggu lama tapi malah di cancel sama driver nya,tolong di survey lg driver seperti itu..Sangat merugikan.",3,0,4.174.10002,2017-10-17 7:52:06,We understand this can be frustrating and we are working towards making this better. We want to take a closer look into this for you. Please send a quick note to t.uber.com/contact so we can connect.,2017-10-18 12:39:29,uber,Noise,
gp:AOqpTOGxiiJh4EiQ7GjXubmMvxllNKFqLTBFlvMGW1rfsmbQ3h7qQfZSIQFJ0HmXKbb4vWONFu-zKI2rOPUsmUs,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"The service has always been good but in past one month I've faced alot of
problems with the drivers last Time the driver wasn't responsible hence
made me feel unsafe and this time it's gone so cheap that the driver who's
name is javed and drives wagon R and who has written a description of I'm
innocent and Cool person in his uber bio which he surely not is texting me
calling me from different numbers also sending me text on Whatsapp saying
that he likes me and is not just a driver but a unique person .. really?
What am i supposed to do with that . Is this the way to treat customers and
that too girls .. why is uber not sensible enough to hire people with
etiquettes .such cheap and disrespectful behavior is not at all acceptable
if strict actions are not take if that driver is not fired then i I might
go forward and take actions which will no just effect that driver but to
the company also",1,0,4.209.10003,2018-06-17 19:36:30,"We are so sorry to hear about this incident and hope you are okay. We want to deep dive into this to take an appropriate action. Send in the details to t.uber.com/contact, if you haven't already and we'll connect with you. Going forward, in an emergency situation, click the SOS button on the app to instantly connect to our Incident response team.",2018-06-18 12:28:04,uber,safety (can be internal or external),external
gp:AOqpTOGh54jS3lvwNtN_Ya6UipnntvmnpHE6HuPmXL30s0zzg9COkRkTrVqdFjUQ_8aol_CDpCiY7saxv1Vepx8,Bhuvaneshwari Vishwanatharao,https://play-lh.googleusercontent.com/-nxVkVGleYI0/AAAAAAAAAAI/AAAAAAAAAYM/AMZuuckvAkRapNWqfBQk8a0I9WVyhi9NWw/photo.jpg,"There is no customer support for uber. Safety number does not provide any support. Its v unsafe. Big company without basic safety precaution is unacceptable. Changing route they are charging such high charges(1.2x). Already fares are higher on top of it these surge is v bad. That too in corona situation there is no traffic at all. First thing there should be proper customer support, proper emergency number. Actual person should be there in call centre instead of machine to answer calls.",1,0,4.306.10000,2020-03-18 9:46:44,"Hi Bhuvaneshwari, we are sorry to hear that you feel this way. In case of an on trip emergency, you can reach out to us by selecting 'Safety Toolkit' option, then select 'Emergency Assistance number', which would route you to the police officials and our dedicated team. Also, feedback regarding fares and customer support is important to us.",2020-03-19 6:15:40,uber,safety (can be internal or external),internal
gp:AOqpTOH9IRPyNbuXjjSJZ_D62HOva4Qh8U1XSb7KdGwZsc2X6DJBL21mIEebXJXOGVV11xMX6EgnmmeS9ASJ6Zw,Snehal Sawant,https://play-lh.googleusercontent.com/-QmHB-lPSeKs/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnlcjAgaow4KXjI_1NEmA3mnasrlw/photo.jpg,"No customer care for uber, no option to complaint about driver.  I felt very unsafe as I cannot reach Uber CC in case of any driver related issue while on board! No feature in app to change route to pick friend or family!! Though it is charging me km wise driver denies to take any other route than shown on map. App hangs sometimes and i didn't receive SMS abt booking and still they charged me cancellation!!",1,97,4.168.6,2017-09-05 8:12:05,"Hey Snehal, this certainly sounds like a frustrating experience. You can reach out to us via HELP in-App or on help.uber.com as it allows us to collect more information and we will resolve your issue quickly. We would appreciate it if you could send out a note of this your issue at t.uber.com/contact and we will take it up from there.",2017-09-13 6:10:56,uber,safety (can be internal or external),external
gp:AOqpTOH0-uLLcDJNnbir0cAw2v2ibbH9ViqcK95mpAe-mOp3V1imVw_erJTmPqf5_wBpJdUoWsFbrJ0-oTxawDM,Sujit Dey,https://play-lh.googleusercontent.com/a-/AOh14Gj5balqluKppZtofQcv1dhsQg_CaE4KHumaJS7TcQ,Uber app must have a provision to load the driver's pic before starting of trip so that Uber runs a face recognition match before start of trip. This is to ensure that proxy drivers don't drive cars making it unsafe for passengers. At least this feature can be enabled for late night rides enhancing security of female passengers.,3,0,4.261.10004,2019-05-10 17:44:57,"Hey Sujit, the feedback from our riders is vitally important to us, and we always want their expectations to be met. Let us know more about it by dropping the details at t.uber.com/contact and we'll connect.",2019-05-15 13:21:11,uber,safety (can be internal or external),external
gp:AOqpTOEUxZKJlEBrOvDb-joT3b4Js3sf_uVxqzdCvh9N6FMYl8OWmV1052ttZaLo0TGZACU1iCqebSUqOlhJQdw,Ashley Bartow,https://play-lh.googleusercontent.com/a-/AOh14Gif7Vhlyy0yWQdn0uoslnnlRmIQHs9t4rEQdf8vEg,They're unethical in their business practices and cant be trusted with your safety and personal well being.,1,0,4.201.10002,2019-02-23 7:38:16,"Hi Ashley, we're always looking to improve your experience with Uber. Anything specific we can look into for you? Let us know by sending a quick note to t.uber.com/contact and we'll connect.",2019-02-26 10:40:13,uber,Other,internal
gp:AOqpTOGAvseGYUdn4TYXLtXUF_2sg2kpoWxy9rnjTpyUZLEXESnvSvqF8Z1P4IGBUA34cJnVnWL1hRnS6B8uVSY,Shubham Ahuja,https://play-lh.googleusercontent.com/-QXWNP1P_4fI/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckmee6LeGhiBYDgOqc5J7QaPv_6tg/photo.jpg,I was charged with a cancellation fee because the driver was unable to find the location and he cancelled the trip. Now i cant even submit my review for this unethical behaviour of uber because it refreshes the page every time i press submit button. Its not about money but why should I pay for the driver's mistake. worst app! dont download this app,1,0,4.305.10001,2020-03-07 16:33:19,"Hi Shubham, we are sorry to hear that your trip has been canceled. We understand how unexpected that must've been. We would appreciate it if you could send out a description of this with details at t.uber.com/contact and we'll connect.",2020-03-08 10:32:31,uber,discrimination (can be internal or external),internal
gp:AOqpTOGisU3uGLCLl4oCHbqSPYEIdyX4xqhn4Lo69F0E_arwYft5OMwq08gKCfZnbnkk6bmbkpQjeTQyrgzbQWQ,steven smith,https://play-lh.googleusercontent.com/a-/AOh14GiKr22I9z2H530MxJ6FLwzopK64xjQlui7h8TQRhOM,"I have a disability and Uber helps me get to doctor visits. I was disappointed when my service dog was denied a ride with me. I tried filing a complaint, but got no resolution. In fact I was told that drivers, here in Albuquerque, can refuse to give people-even if they have a service dog-a ride?",1,0,4.360.10001,2021-03-22 18:17:38,,,uber,accessibility   (can be internal or external),internal
gp:AOqpTOGzqSQ09jR9Tb7RUT_tounaHWRxfaZRU-yY1UP8zgATnGwUhRw5wPJgTEiSctybsJ1ACVlrKq5ST7hO2uk,Edith Garcia,https://play-lh.googleusercontent.com/a-/AOh14GgyFF4pC2maiMVhwS8QpubO2u3oR7IA6LScSu621g,I thought Uber would have supported its diverse customers and drivers but it decided to support hate and bullies and I will not contribute to or support a racist company. #deleteuber,1,1,3.116.1,2017-01-30 6:20:21,,,uber,Cyberbullying/toxicity (internal),internal
gp:AOqpTOEm1L9IdGvtTKdNtdsyRVGRm7lQwJywPtcxi819NCMWrpwlS9pDwdIBfZRQAIvIoYQ_DY6dxpQqDj_vDfE,Sulaman Numan,https://play-lh.googleusercontent.com/-ceCjqrAeeXM/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmTCzEvd6PVwZxumqH5oxKHqC0dbw/photo.jpg,janb mera ubar acont galti se band ho gya h plzz usy dobara bahl karva de,5,0,4.270.10004,2019-07-15 22:30:48,,,uber,Noise,
gp:AOqpTOGGwD2Dk1TXQg9BC90pF9QqfLR-biZz55jAdNbT90RRfJDJdl6Ryf5K36T5ogwrVsTNROpE1j_qLXDxBuI,Troy and Gunner,https://play-lh.googleusercontent.com/a-/AOh14Ggffc-IYL5rbHomGLQwJOXZohZMMjzYTjplkx9Qsg,"One, I think it should have a section where I can tell the driver that I have a service dog so I'm not inconvenienced by some freaking Muslim guy that has religious beliefs and denies my fare and two, it should have some way of showing the driver where I am going.",3,0,3.115.1,2017-04-03 5:16:30,,,uber,accessibility   (can be internal or external),internal
gp:AOqpTOGJktIURPm99fwNb4ag31VVgTlMOd5t6KjRLjE6CjwedpNtKIn-JZJvhMpxn3I5G70dHlTthveDe-hwIN0,Raza Zaidi,https://play-lh.googleusercontent.com/-quOFWkofxzg/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclUTALxzE3CHtDoeC7scbtkp_jXVw/photo.jpg,"I am a person with certain disabilities, and its important that the driver knows my condition, but this app or any other interface of yours doesn't provide me with any option to pass on this information to the driver. Further, often when I book a cab, the driver asks for the location of the drop. Once I tell them, they either pass it on to some other driver, or force me to cancel the trip. This app does not provide me with any option to make complaints specific to my issues.",1,19,4.307.10001,2020-03-18 16:41:33,"Hi Raza, we understand your concern here regarding the option to provide information, driver-partners, and cancellation. The feedback from our riders is vitally important to us. Let us know more about it by dropping the details at t.uber.com/contact . Also, you can reach out to us via the in-App HELP option or on help.uber.com .",2020-03-19 4:38:28,uber,accessibility   (can be internal or external),internal
gp:AOqpTOH-e_8_wDsvaDVn29OA9kId84S_zwQP8-jSPJjyyby7J9Z68kn-8ddhKqv0akH2-5sIrUy4i3u3dla3Mrc,Mohammad Ehtesham,https://play-lh.googleusercontent.com/-lAL26KuOYWM/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclF3ZBWrbHAuo1OFQdjdb4uRnlqug/photo.jpg,It needs to be made even better for people with disabilities.,4,0,4.156.6,2017-06-08 14:47:54,,,uber,accessibility   (can be internal or external),internal
gp:AOqpTOEPvq0s-beM-121nRaYJpfhUwk1qckMGO-xUpma2TxmerE6jdu0-4cLbeDnLia4as925QSODa6I9BHp-yA,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"I'm in the Uber car right now and cannot schedule a return ride. The app is unusable for scheduling while already on a ride. Boooo. And it thinks my name is Russian and sends me texts in Russian. I cant change it in my profile. Says I need to contact them. The only way to contact is to communicate through the app. No chat, no phone. Booooooo",1,46,4.240.10001,2018-12-14 1:35:52,"Hi, this certainly sounds frustrating. We want to take a closer look into this for you. Please send a quick note to t.uber.com/contact so we can connect.",2018-12-26 6:40:53,uber,Other,
gp:AOqpTOHVagUrTpQwCjNXbcAw7p1lMxgghxrnp13080BB1_NXGp53xLriDbnFPKbuqvGlowIW544YGIB-snvffy8,kervin vardin,https://play-lh.googleusercontent.com/a-/AOh14Gg7SQMTni5lDaAU0oDe6sCAggJRey-wsNVgZj8F3w,"I'm unable to sign in in my new phone. Keep saying""number already registered"". Cannot login or even change password and I don't receive any email for password reset reply. I just want to delete the account and register new again. Please help. Otherwise, service is rapid and excellent.",3,0,3.101.1,2016-06-08 7:45:38,We're sorry to hear about the trouble. Send us a note at t.uber.com/contact with more details so we can follow up!,2016-06-08 16:21:25,uber,Other,
gp:AOqpTOGFJ_QRMvnPrmURJr6F-3e3qLvacBE1TDSWYtqH-C7GfmrbliMBIX5717XGCOAs-c6CZAU0Cs-u1zl-TNU,Edward Hatt,https://play-lh.googleusercontent.com/a-/AOh14Ggif2taRtXgPxNB7j5GiQvKTPfvkKopwPRrSYKH,This app keep downloading it's self onto my phone with out my permission and I have deleted it multiple times. Untrustworthy and probably unsafe,1,13,3.148.3,2017-04-14 6:56:14,,,uber,privacy,internal
gp:AOqpTOEfBiGYg1wP3ovICrkuTc-ir06PJo0evCo7VnPebOLzbHBbftgGqkQv3FN0GNRXPPOgpMPieC6lhNMNcH4,Paul Jay,https://play-lh.googleusercontent.com/a-/AOh14Gg9Tc4RjQDeKDFmNWLxV1CRldyIRxJMmV4uW3mjMg,Drivers are aggressive and have thrown passengers out in dangerous spots. NO NO NO NO for Uber!!!,1,0,,2016-12-30 7:19:46,,,uber,safety (can be internal or external),external
gp:AOqpTOERqIv_SRLpJ7NZYtMh8OB4WeEzwaX-LXDm98l5doQnKkZVe6ul4NERqftslGlScbpnGUof6-IAhAqAbRk,sourabh agar,https://play-lh.googleusercontent.com/a-/AOh14GgvsWkLJk8FpkqCTm8IWrelZRqdTqSgtv9XTArXNg,They are not clear what their policies are.. Thrice had bad experince with uber services. Their app is also very  confusing and hard to use,1,0,3.102.2,2016-11-24 16:36:37,,,uber,transparency  (can be internal or external),internal
gp:AOqpTOElVqkcTPtZhnj_k1HRrSPUUSRLDKoV3OZSXpBFqHVyfFJYXXcYWsTeGnIOvN0xDFyzOcTOTWOzkrh9x2s,Lalita K,https://play-lh.googleusercontent.com/a-/AOh14GiOVLHRenWUVNAQJza1pC_yUjNeVK8KOdlGjDjhHA,Driver cancelled the trip and I am charged with cancellation charges...pathetic this is second time...hopeless service...,1,25,3.145.2,2017-03-27 11:48:15,We're sorry about the trouble. Send us a note at t.uber.com/contactwith more details so we can follow up!,2016-10-20 17:31:46,uber,discrimination (can be internal or external),internal
gp:AOqpTOHUn2_mquVTTv-P5-dstYUEcLMngfo0oKp-EUf7w6qAfLV8tgiFEcQFF-FndTZPG1i_UkKpABRfWz50X2I,SHASHANK,https://play-lh.googleusercontent.com/-RXVmnOYe5u0/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuck2U2SpVwMUc9M7EaDxJgNkA4jxsA/photo.jpg,uber is unsafe for. Woman 😞😞😞😖,1,0,4.259.10002,2019-05-10 18:56:01,"Hi Shashank, this doesn't sound right. Anything specific we can look into for you? Let us know by sending a quick note to t.uber.com/contact and we'll connect.",43601.46354,uber,safety (can be internal or external),external
gp:AOqpTOE0YEfb9EiE1j1aBF6h3MAIf2ywqJJhNyhg4BEQlMfNLjr_HlPDJ0NUjvw5AW92SgD0sbAew2LJsSKWJMU,ravikanth kamath,https://play-lh.googleusercontent.com/a-/AOh14GjYIGQHpOIaSx4QXcHBKOQncQqjWtQcoqfl6OZt2g,One of my friends friend DAVE is beaten my your uber drivers in Bangalore!!!What are you guys doing?? Can't you give safety to the passengers.atleast a PROMPT response on SOS.till now I was using uber regularly now I am feeling it is really unsafe..infact I suggested so many people to use uber than other providers but now I am ashamed!! Let me know weather you guys reply for this,1,0,4.178.10001,2017-11-15 22:57:04,"We are so sorry to hear about this incident and hope Dave is okay. We want to deep dive into the incident to take appropriate action. Thus, request you to send in the details to t.uber.com/contact and we'll connect. Rest assured, we will make this right for you.",43056.16606,uber,safety (can be internal or external),external
gp:AOqpTOHsneeJu3Eqvj1tnBStxommAH9KTDP7nKPmpwkU9MVPvc63hgqOxUszmz6ES0iaJX3wIyrheJD4oq9FMUA,Zinab Zubaidi,https://play-lh.googleusercontent.com/-6nnEYzB63eU/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnjm1_xVQevcbpgueNq45Xr8VrqnA/photo.jpg,"Worst app ever! They have no customer service at all .. I have lost my new galaxy Tablet in a drive , and when I tried to contact the driver he denied to give my tab back !! Trying so hardly to contact uber but they are not responding! Drivers can do anything and no one can do anything about that !!! Soooooo unsafe ! Hate you uber .",1,0,4.339.10002,2020-10-30 18:21:53,,,uber,accountability  (can be internal or external),internal
gp:AOqpTOFFzpMT2IaI4-WyGQN8aSbhM9OlgClB9glFKVP6UcTD-Ylbsy896pcjAZQw96r3sPWhnl3NMUr0e4cJKxI,Nature Heal,https://play-lh.googleusercontent.com/--ocyYLA5nLI/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclpp94gg-a06mL7x2AVH08fgcqQSw/photo.jpg,the drivers are extortion and bullies they want to robbey you rip off and even kill you,1,0,4.214.10002,2019-02-28 22:16:00,"Hi, we're always looking to improve your experience with Uber. Any specific trip we can look into as such, let us know by sending a quick note to t.uber.com/contact or via the in-app Help section and we'll connect.",43527.47017,uber,safety (can be internal or external),external
gp:AOqpTOE5YykTE5B7JQFfRQyABCDhj2X_akrzOxNjFF4brghmqvNeWnACjZaScirrVhGYtht1hTqFXpRth4q77ew,Rachel Gibbons,https://play-lh.googleusercontent.com/a-/AOh14GgMk5o0o2W1B7OD60CaEYY9nkEa5NrErtcRKTm4FQ,"Your customer service is awful. How can you not have a phone number to contact an actual human?? The internet ""says"" I can call but the blue phone button does not exist. Not on Android. This is ridiculous. Your app can't answer my question or give me a straight answer and there is no one to call. You charged me a cancellation fee for a ride I NEVER confirmed. And now you think a credit is ok?? Where does that credit apply or show up? I would prefer a refund. I don't need credit, i never confirmed the ride. Refund the cancellation please.",1,21,4.235.10001,2018-11-11 6:38:06,"Hi Rachel, this certainly sounds frustrating. We want to take a closer look into this for you. Please send a quick note to t.uber.com/contact so we can connect.",2018-11-21 21:59:07,uber,accountability  (can be internal or external),internal
gp:AOqpTOG4Jieh4iG5ycSEwZZpne8poPS1wYtPq2EA0AP0FRsyMZblSDEAQQ3TI1ZnJEWad_PyzJUBC7AFZSer_SM,Spurthi Veronica,https://play-lh.googleusercontent.com/a-/AOh14Ggqti3tbfSBcA44_iiX4Vhjfa3HNa8Zu0PvP3FqeA,I had to face an unpleasant experience with your driver. He was showing me pictures of women's innerwear. I complained and you gave me credits. I didnt ask for them. Then you're bullying me with less rating and sending notes on etiquette. I was new to the place...I have an excuse for getting confused about the pick up location and yelling at the driver (due to the traffic noise) You teach me about etiquette? How dare you? Tell me how to deposit the money you credited. I'll throw it on your face.,1,0,,2019-04-03 16:39:46,"Hi Spurthi, this doesn't sound right. We never wanted you to have this sort of experience. Hence, would really appreciate it if you could send out a description of this with details at t.uber.com/contact and we'll look into it.",43559.47514,uber,inappropriate content (internal),external
gp:AOqpTOGFqKDLvUEIPRVsExz4giKejoH22F-NYfXGnsW5tJfTGGRPYB_IciK5ADnFg7ROMeDhV8Q5-exZjlK0Zeg,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Worst cab app experience. Doesn't allow me to sign in once I forgot my
password even tho I have my phone on and active and forgot my password does
not work at all. Have been at it for more than an hour. Would definitely
not recommend",1,0,,2018-07-06 17:24:35,"Hi there, this certainly sounds like a frustrating experience. Please visit https://ubr.to/2c9GcUU for any password related issues. For any other specific concerns or queries, let us know by heading over to t.uber.com/contact and we'll connect.",2018-07-10 8:41:16,uber,Other,
gp:AOqpTOE497Lzmz-kKcqDnvTu-dilP8SWHbfzg5Y5QFXU0Sbugn2AkjNBdQl-2GFPApWJcA9IX126GCnNLeDyOhA,sumoh tm,https://play-lh.googleusercontent.com/-Iqldn2F3M28/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckZML7wuL7Xu-qQ2cU3ugjwv4ZY9A/photo.jpg,Have been mailing them about the account being banned when I changed my number on the same phone. No response from the customer care team for a long time now.,1,2,4.172.1,2017-09-30 11:46:42,This doesn't sound right. We want to take a closer look into this for you. Please send a quick note to t.uber.com/contact and we'll take it up from there.,2017-10-01 11:54:22,uber,accountability  (can be internal or external),internal
gp:AOqpTOGSvfm2IwMx_4EQ5j7TSEZAedM6Xtd2M3B6UTHyFl_ym1kQj4T2J0dUjArJiyQc3UsCUuHBdU1irLwtm4E,R Sabari,https://play-lh.googleusercontent.com/a-/AOh14Gg4i3_EvFobq3DBqffkmYG9fPly9jKO012inbEF,Driver cancelled my trip and now uber is asking for payment. I have issue in booking trip now.,1,0,4.172.1,2017-09-29 20:22:25,This doesn't sound right. We want to take a closer look into this for you. Please send a quick note to t.uber.com/contact so we can connect.,2017-09-30 12:25:04,uber,discrimination (can be internal or external),unsure/both
gp:AOqpTOG0Qya6XGNBTzITOf-Dx1XGvtLXfVBcDuOfiyQhECpAMihuT1YwhLoc9TTEkaXRUr6HguBEgZtXB8OOio0,Kian Kiani,https://play-lh.googleusercontent.com/a-/AOh14GgRKH0r7KmMKV7L6XQCmYHXCVOpafc9ViJNt7el6g,Instructions are not clear.  Charged me 12 times $1 and it did not work,1,0,3.53.2,2015-06-16 10:56:56,,,uber,transparency  (can be internal or external),internal
gp:AOqpTOGJlBGvjafH-14-qLc7llMqFL2TucpuF_tkxOxnPRdBEKi8oJrG5n34UC2tW4DDfaIBZvWb5SMH3blNPvY,Kaivan Shah,https://play-lh.googleusercontent.com/-jCzEVW9v8NE/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclZyjTxin1Cqkm6y0qet-94zhXNMA/photo.jpg,No customer care no. Not getting referral coupons and if getting then how to apply it is not clear,2,0,3.99.2,2017-05-03 11:58:36,,,uber,transparency  (can be internal or external),internal
gp:AOqpTOEXvnZamYZU94N8UMN5UYkWS1DnUHSSjz9_atDlmstIpuKBph_1cxiaoR2ovGF49q3c2tpuNMudgZ8d0CE,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Unacceptable  that you want to have access to my contacts,1,0,1.0.9,2017-02-06 14:40:08,,,uber,privacy,internal
gp:AOqpTOEFvJVkM-KMMSJeaHGX_VFEHQzhrT-zt7OzUVDThgsdF_mcNOp_JSbzQS3u1BPYAisJY5KtHIrSgl9aFYI,Hyman O'Cohann,https://play-lh.googleusercontent.com/a-/AOh14GgSqSvUBOnCtyifHAoUfNSQHWE3F-I4DB53K8w3VQ,"The app is good but I'm not a great keyboard operator, give us a fat finger setting, also those of us with limited eyesight would wish that you fire everyone who messes with big black type on a plain white background,take your artistic impulses into retirement, WE ARE NOT AMUSED",4,2,3.139.5,2017-02-11 23:24:25,,,uber,accessibility   (can be internal or external),internal
gp:AOqpTOGKztunZvN4gqOohOzE7-c6aPFE7TmIjgbwGbk-qdtQmRP9kPm8Q2fJm4BvGoGsVuW9l0fpuW17FRG1W5M,Abhishek Upadhya,https://play-lh.googleusercontent.com/a-/AOh14GgNqEV69EMtzzQhGMVBKbVnqqnH9nizc3J7s97l,Why do you provide paytm option if the drivers are not willing to accept it. Not the first time this has happened. And no customer support to question this. Horrible app horrible service,1,0,,2019-04-30 7:44:07,"Hi Abhishek, we're always looking to improve your experience with Uber and we would certainly like to know more about this. Let us know about any such specific incident by sending a quick note to t.uber.com/contact and we'll connect.",2019-05-08 16:22:10,uber,accountability  (can be internal or external),internal
